title,author,condition,price
Raphael's Astronomical Ephemeris of the Planets' Places for 1946,by Raphael,Rare Books,£6.79
"A Check List of His Published Work, With the 1985 Supplement",by P H Muir,Rare Books,£6.19
Fifty Key Words in Theology,by F. G. Healey,Rare Books,£6.39
An Album of International Air Liners,by None Stated,Rare Books,£5.09
Cats Cats Cats Cats,by John R. Gllbert,Rare Books,£17.99
English Short Stories of the Nineteenth Century,by Heinz Bergner,Rare Books,£11.99
Admirality Handbook Of Wireless Telegraphy: Volume II,by Unstated,Rare Books,£32.99
The Contention of the Bards Part II,by Rev.L.McKenna (Ed. & Trans.),Rare Books,£20.79
Selected Writings on Contemplation,by Richard Of Saint-Victor,Rare Books,£40.69
Understanding Language,by J. M. E. Moravcsik,Rare Books,£8.99
India: A Short Introductory History,by Mark Naidis,Rare Books,£11.99
"Fitting Practice: A Practical Guide To The Principal Workshop Processes For Mechanics, Fitters, Erectors, And All Concerned With Maintenance & Repair Work",by E Molloy,Rare Books,£20.99
Decorative Printed Maps Of The 15th To 18th Centuries,by R.A.Skelton,Rare Books,£11.39
"Gentlemen V. Players, 1806-1949",by Sir Pelham Warner,Rare Books,£11.99
The English at the Seaside,by Christopher Marsden,Rare Books,£9.39
The Art of Letterpress Machining,by Jack Deller,Rare Books,£11.99
Oligopoly and Technical Progress,by Paolo Sylos Labini,Rare Books,£9.39
Essays,by Thomas Carlyle,Rare Books,£11.99
The Observer's Book of Birds,by S. Vere Benson,Rare Books,£9.99
Into China,by Claude Roy,Rare Books,£9.99
The Industries of Greater London,by Douglas H. Smith,Rare Books,£11.99
La Ville,by Pierre George,Rare Books,£11.99
Society and Population,by David M. Heer,Rare Books,£9.39
Equitation,by Henry Wynmalen,Rare Books,£9.99
Present Indicative,by Noel Coward,Rare Books,£14.89
Origins and Meanings of Popular Phrases and Names,by Basil Hargrave,Rare Books,£9.19
Rocks and Minerals,by Lou Williams Page,Rare Books,£16.39
Thoughts Are Things Essays Selected From The White Cross Library,by Prentice Mulford,Rare Books,£20.99
Laggard,by R Stevens,Rare Books,£8.79
The Maze of Schools,by Dickin Moore,Rare Books,£6.49
Historical Heartthrobs: 50 Timeless Crushes - From Cleopatra to Camus,by Kelly Murphy,Rare Books,£5.99
Sex: The Plain Facts,by James Bevan,Rare Books,£5.09
Available Light Photography,by Harold Rose,Rare Books,£5.39
An Australian Looks At America,by Hugh Grant Adam,Rare Books,£6.69
English Surnames,by C. M. Matthews,Rare Books,£7.29
"Hazell's Annual for 1903 A Cyclopaedic Record of Men, and Topics of the Day",by William Palmer (Editor),Rare Books,£6.19
Hazell's Annual for 1908: A Cyclopedic Record of Men and Affairs for Use in 1908,by W Palmer,Rare Books,£6.89
The Owner Groom: A Guide to Horse Management by Amateurs,by T.Howe,Rare Books,£7.09
Sailing Small Waters.,by Clifton Reynolds,Rare Books,£5.79
All About Women,by Saul Maloff (Ed.),Rare Books,£8.09
Haileybury Register 1862-1891.,by L.S.Milford (Ed.),Rare Books,£7.39
Selections From Diderot,by W.F. Giese (Editor),Rare Books,£7.49
Brain and Mind: Modern Concepts of the Nature of Mind,by H. Kuhlenbeck et al,Rare Books,£5.49
Municipal Organization,by Montagu H. Cox,Rare Books,£7.49
Three Studies on Homonymics,by John Orr,Rare Books,£7.09
Tale of Two Cities,by Charles Dickens,Rare Books,£7.99
Langue Et Culture De La France,by Ch Vossler,Rare Books,£5.89
Principles of Women's Athletics,by Florence A. Somers,Rare Books,£7.19
The Homely Virtues,by John Watson,Rare Books,£7.19
Prose Writings of Swift,by Swift,Rare Books,£6.19
Problems of Regional Economic Planning,by Jacques Raoul Boudeville,Rare Books,£5.59
Tory Democracy,by Henry Bentinck,Rare Books,£7.29
Fourth Leaders From The Times 1954,by Unstated,Rare Books,£6.99
Scientific Catering and Hotel Operating,by J.J. Morel,Rare Books,£7.09
Creative Comprehension,by F E Foden,Rare Books,£6.59
Hints on Steel,by Unstated,Rare Books,£6.49
Virgil Vol. I,by T. L. Papillon,Rare Books,£6.79
A Year With The Birds,by W. Warde Fowler,Rare Books,£6.69
The Birds of the British Isles. Third Series Comprising Their Migration and Habits and Observations on Our Rarer Visitants,by T. A. Coward,Rare Books,£7.09
Vives On Education,by Juan Luis Vives,Rare Books,£7.49
Teacher Training Agencies,by Thomas E. Finegan,Rare Books,£8.39
Herbart's ABC of Sense-Perception,by Johann Friedrich Herbart,Rare Books,£7.69
"Early English Printed Books in the University Library Cambridge, Vol. I",by None Stated,Rare Books,£5.59
"Early English Printed Books in the University Library Cambridge, Vol. II",by None Stated,Rare Books,£4.99
Text Matter International University Reading Course Volume 2,by none stated,Rare Books,£7.39
"Studies in Languages, Literature and Culture of the Middle Ages and Later",by None Stated,Rare Books,£7.09
"The Southern Passion : Edted from Pepysian Ms. 2344 in the Library of Magdalene College, Cambridge (Early English Text Society. Original Series, No. 169)",by Beatrice Daw Brown,Rare Books,£6.49
Sir Eglamour Of Artois,by Frances E. Richardson,Rare Books,£6.49
Accounting Principles Practice,by S. Hall,Rare Books,£7.29
Accounting,by L. Cuthbert Cropper,Rare Books,£7.79
Whisperings From The Great; An Autograph Birthday Album,by Constance A. Meredyth,Rare Books,£6.69
The Essay Writer,by Henry Skipton,Rare Books,£7.09
Fortuna and Natura A Reading of Three Chaucer Narratives,by Barbara Bartholomew,Rare Books,£5.59
Book-Keeping Rapid Course,by Frank H Jones,Rare Books,£6.49
Huxley Memorial Lectures to the University of Birmingham,by Lodge,Rare Books,£7.09
"""Woman's Own"" Book of House Plants",by William Davidson,Rare Books,£7.39
Sunday Chats with our Young Folks,by Clara L. Mateaux,Rare Books,£6.59
Aids To Materia Medica,by E T Squibbs,Rare Books,£7.59
Home Nursing,by Mildred Heather-Bigg,Rare Books,£5.99
Sleep,by I. Oswald,Rare Books,£4.89
Weather: A Monthly Magazine for all Interested in Meteorology Vol. VIII,by Unstated,Rare Books,£8.09
Design for Dedication,by Howard Peter,Rare Books,£7.19
Let's discover more shakespeare,by Geoffrey Murray,Rare Books,£6.19
Guide to the Nottinghamshire County Records Office,by P.A. Kennedy,Rare Books,£6.79
Exhibition of Chased and Embossed Steel and Iron Work of European Origin,by Various,Rare Books,£6.89
Ore Mining and Materials Handling,by Various,Rare Books,£6.19
Ore Mining and Materials Handling,by Various,Rare Books,£6.19
Fume Arrestment,by Various,Rare Books,£6.89
High-Strength Steels,by Various,Rare Books,£6.69
The Directorial Image: The Play And The Director,by Frank McMullan,Rare Books,£7.09
The Wonder Book Of Tell Me Why?,by Various s,Rare Books,£7.49
A Manual of Ambulance,by John Scott Riddell,Rare Books,£6.89
The Future of the Commonwealth,by Lord Casey,Rare Books,£8.19
Five Centuries of British Timekeeping,by None Stated,Rare Books,£6.39
The Public Health Acts Vol. VIII,by K.T. Watson,Rare Books,£6.29
The Public Health Acts Vol. IX,by C. Scholefield,Rare Books,£7.69
Slings and Arrows,by David Lloyd George,Rare Books,£7.09
"Leeds Grammar School, Admission Books, From 1820-1900",by Edmund Wilson,Rare Books,£6.29
La Question D'Orient,by Edouard Driault,Rare Books,£6.59
Reincarnation in the Twentieth Century (Signet Books),by Martin Ebon,Rare Books,£7.19
Hearts of Controversy,by Alice Meynell,Rare Books,£6.29
The Hundred Best English Essays,by The Rt. Hon. The Earl of Birkenhead,Rare Books,£7.09
British Trolleybuses,by R.D.H. Symons & P.R. Creswell,Rare Books,£7.09
The Other Side of the Card: Where Your Authentic Leadership Story Begins,by Mike Morrison,Rare Books,£6.39
A Problem A Day,by R. M. Lucey,Rare Books,£7.89
Restoring Antique Furniture,by Richard Gethin,Rare Books,£5.89
"What Do You Know? One Thousand, Questions And Answers Of Things Not Generally Known",by S.C. Johnson,Rare Books,£7.09
The Satires of Dryden,by John Churton Collins,Rare Books,£5.69
Before Jane Austen,by H.R. Steeves,Rare Books,£8.09
Man and Woman; The Basis of Their Relationship,by K.H. Wrage,Rare Books,£7.89
The Blue Notebook,by Emmanuil Kazakevich,Rare Books,£6.29
"The Printing of Mathematics: Aids for Authors and Editors and Rules for Compositors and Readers at the University Press, Oxford","by T.W Chaundy, P.R. Barrett, Charles Batey",Rare Books,£9.69
Towards an Understanding of the Mechanism of Heredity,by H L K Whitehouse,Rare Books,£7.89
Advanced Physiography,by John Thornton,Rare Books,£6.99
A New Manual of Method,by A.H. Garlick,Rare Books,£6.89
The Autocrat of the Breakfast Table Vol. II,by Oliver Wendell Holmes,Rare Books,£6.89
Shakespeare's Happy Comedies,by John Dover Wilson,Rare Books,£6.89
Recreation in Total Rehabilitation,"by Josephine L. Rathbone, Carol Lucas",Rare Books,£9.39
Five Star Service: How to Deliver Exceptional Customer Service,by Michael Heppell,Rare Books,£6.19
Revisal Lessons in French,"by Malcolm W. Murray, Ennemond Casati",Rare Books,£7.29
Herodotos IV: Melpomene,by E.S. Shuckburgh,Rare Books,£8.69
Tales of Hearsay,by Joseph Conrad,Rare Books,£8.79
Here's How,by Unstated,Rare Books,£5.49
Measuring Intelligence; a Guide to the Administration of the New Revised Stanford-binet Tests of Intelligence,"by Lewis M. Terman, Maud A. Merrill",Rare Books,£7.49
Standard Catalogue of British Coins,by Herbert Allen Seaby,Rare Books,£6.89
101 Emergency Car Repairs,by John Thorpe,Rare Books,£4.89
A Pictorial Tribute,by L.M. Pacifics,Rare Books,£6.29
Moonfleet,by J. Meade Falkner,Rare Books,£12.09
The General Issues of United States Stamps,by Eustace B. Power,Rare Books,£6.59
A Dictionary of Wood,by Edward Henry Brooke Boulton,Rare Books,£7.59
The Story of Ice in the Past and Present,by W. A. Brend,Rare Books,£7.09
Records and Recollections of Acton,by Henry Mitchell,Rare Books,£7.59
Unto the Hills: The History and Wildlife of the South Downs,by Patrick Coulcher,Rare Books,£5.49
"Storage Batteries, Including Operation, Charging, Maintenance and Repair",by G.Smith,Rare Books,£5.49
"Algae, the Grass of Many Waters",by L.H.Tiffany,Rare Books,£6.19
The Long Road Back: The Story Of My Encounter With Polio,by Edward Le Comte,Rare Books,£7.59
National Seminar Rehabilitation Services Research: Proceedings Vol. II,"by Medical College, Trivandrum",Rare Books,£6.19
Organic Inheritance in Man,by F.A.E. Crew,Rare Books,£8.79
The Principles of Heredity,by Laurence H.Snyder,Rare Books,£5.49
Agenda du Chimiste A L'usage,by None Stated,Rare Books,£5.89
"Peloubets Select Notes on the International Lessons for 1916. New Testament: Acts, Epistles, and Revelation...",by F. N. Peloubet,Rare Books,£6.19
Microscopie Pratique,by G. Deflandre,Rare Books,£8.79
The Keeper's Year. The Shooting Times Library No.12.,by David Imrie,Rare Books,£5.09
Verres in Sicily,by Marcus Tullius Cicero,Rare Books,£5.99
Standpoint (Javelin series),by David Prowles,Rare Books,£4.89
"Noteworthy Opinions, Pro and Con: Bacon vs. Shakespeare.",by Edwin Reed (Editor).,Rare Books,£7.19
Managing People in Organisations (Mapio),by Judi Karas,Rare Books,£7.29
The Tutorial History of England,by C S Fearenside,Rare Books,£5.49
Elements of Stabling,by Captain R. M. S. Barton,Rare Books,£4.99
Z Jabkenicke Myslivny,by Bela Capkova,Rare Books,£6.89
Letters of Mary Sibylla Holland.,by Mary Sibylla Holland,Rare Books,£6.59
The European Executive,by David Granick,Rare Books,£7.39
Dovecotes and Pigeoncotes in Worcestershire,by J C Pridham,Rare Books,£6.39
Celebrated Crimes,by Alexandre Dumas,Rare Books,£6.99
Stanley Gibbons Part I,by Unstated,Rare Books,£5.49
Typist's Treasury,by Kate Stevens,Rare Books,£5.79
Tagung Deutscher Juristen Bad Godesberg 30. September 1. Oktober 1947 Reden und Vortrage,by Unstated,Rare Books,£5.79
The Way of Happiness,by Henry Charles Duffin,Rare Books,£5.19
Careers for Boys and Girls,by Sir John Hammerton (intro.),Rare Books,£5.49
The Miniature Manual,by Bernard Alfieri,Rare Books,£6.29
The Illustrated Book,by Frank Weitenkampf,Rare Books,£6.49
Wegscheide 1789. Darstellung und Deutung Eines Kreuzweges Deutscher Geschichte.,by Wilhelm Ihde,Rare Books,£5.79
Corneille Et La Dialectique Du Heros,by Doubrovsky,Rare Books,£5.59
Writing The Modern Magazine Article,by Max Gunther,Rare Books,£5.79
Strange Ends And Discoveries. Tales Of This World And The Next.,by Laurence Housman,Rare Books,£6.79
"An Outline of Great Western Locomotive Practice, 1837-1947",by H. Holcroft,Rare Books,£6.39
Ocean Racers,by C. Fox Smith,Rare Books,£6.39
The Little Schools of Port Royal,by H C Barnard,Rare Books,£6.59
Tales of Aragón,by Joseph S Salzburg,Rare Books,£7.19
Introduction to Statistical Method,"by B. C. Brookes, W. F. L. Dick",Rare Books,£5.59
Wonders of Modern Manufacture,by Charles R. Gibson,Rare Books,£5.49
Managers for Tomorrow,"by Staff of Rohrer, Hibler & Replogle",Rare Books,£5.99
A Modern French Republic,by Pierre Mendes France,Rare Books,£6.69
Goethes Weg Zur Humanitat,by H. M. Wolff,Rare Books,£6.19
Stories of Famous Explorers,by Leonard Gribble,Rare Books,£6.59
The Small Hours. An Entertainment for the Sleepless. Compiled by J. and D. St. John,by J. & D.Saint John (),Rare Books,£5.59
Pitmans's Complete Mercantile Arithmetic: With Elementary Mensuration,by H. P. Green,Rare Books,£5.59
Exercises in Precis and Comprehension,by E.E. Allen and A.T. Mason.,Rare Books,£4.99
The Bulletin of the Vintage Sports-Car Club Nos 98-108 1968-1970 and The Bentley Drivers Club Review Nos.92-95,by Various,Rare Books,£7.49
The Throne of David,by Rev. J. H. Ingraham,Rare Books,£7.09
Coastal and Deep Sea Navigation for Yachtsmen,by C. A. Lund,Rare Books,£7.09
Samson Agonistes,by John Milton,Rare Books,£5.09
Social Systems,by C P Loomis,Rare Books,£7.09
Central and South America,by William R. Sheppard,Rare Books,£6.99
Chemistry,by Raphael Meldola,Rare Books,£6.99
Borough Charters. Catalogue of an Exhibition at the County Hall Westminster Bridge.,by British Records Association,Rare Books,£5.79
The Church and Sex,by R.F. Trevett,Rare Books,£5.19
Among My Books,by James Russell,Rare Books,£5.59
In the Beginning,by E. Smith,Rare Books,£4.99
Report of the Summer Meeting at Norwich 1949,by Various,Rare Books,£5.39
Grinnerung Und Gedante,by Otto V. Bismard,Rare Books,£6.99
Rare Books Catalogue 190,by Unstated,Rare Books,£4.89
Mechanical Man,by B. Becker,Rare Books,£6.99
Half-Way to the Moon: New Writing from Russia,by P. Blake M. Hayward (ed),Rare Books,£5.79
Manual of Romish Controversy,by R P Blakeney,Rare Books,£5.59
Schriften Zur Literatur,by Hermann Hettner,Rare Books,£5.79
The Principles and Practice of Mine Ventilation,by D. & J.S.Penman,Rare Books,£5.99
The Racing Calendar For The Year 1902,by E.C.T.J.H. & E.M.Weatherby,Rare Books,£8.79
"The New English, Vol. II",by T. L. Kington Oliphant,Rare Books,£7.29
Invisible Bars,by Phoebe Willetts,Rare Books,£6.39
Liberty To-Day.,by C. E. M. Joad,Rare Books,£5.49
"Economic Self-Sufficiency (Oxford Pamphlets on World Affairs, No. 4)",by A. G. B. Fisher,Rare Books,£5.69
America and the British Left from Bright to Bevan,by Henry Pelling,Rare Books,£6.09
Rotfuchs - German,by Jules Renard,Rare Books,£6.49
"A Catalogue of The Bradshaw Collection of Irish Books in The University Library Cambridge, Vol. III",by Unstated,Rare Books,£6.19
The Hippolutos of Euripides,by H. B. L.,Rare Books,£4.89
"A Catalogue of The Bradshaw Collection of Irish Books in The University Library Cambridge, Vol. II",by None Stated,Rare Books,£6.79
Triennium: A Three-Year Latin Course Book I,by R. D. Wormald,Rare Books,£7.79
Some Thoughts on Technical Education,by Geoffrey W Bone,Rare Books,£4.89
Modern Careers for Boys,by John Bolton,Rare Books,£4.89
Das Rote Licht,by Heinrich Vogel,Rare Books,£5.49
Fundamental Concepts of Analysis,by Alton H. Smith and Walter A. Albrecht,Rare Books,£5.49
The 5000 and the Power Triangle,by C.Arnold-Baker,Rare Books,£5.49
"Ships of Peace, Vol. I",by P. G. Parkhurst,Rare Books,£5.49
Structure of an Arabian Sea Summer Monsoon System,by Forrest R. Miller,Rare Books,£4.89
Authority and Freedom in Education: An Introduction to the Philosophy of Education,by P. Nash,Rare Books,£5.49
Enjoying Nature's Marvels,by J. Bentley Aistrop,Rare Books,£7.39
Proscenium and Sight-Lines,by Richard Southern,Rare Books,£5.49
Zoology,by Max N. Silvernale,Rare Books,£5.49
Physical Training for Women By Japanese Methods,by H Irving Hancock,Rare Books,£7.89
How to Teach the Throws,by W. H. C. Paish & C. T. Johnson,Rare Books,£4.89
Our Mobile Earth,by R. A. Daly,Rare Books,£8.99
Human Acts An Essay in Their Moral Evaluation,by Eric D'Arcy,Rare Books,£7.09
The Rambler: Volume the Third and Fourth,by Unstated,Rare Books,£7.69
In Forest and Jungle,by Ascott R Hope,Rare Books,£6.79
Coming to Terms with Sex - english,by Leslie Paul,Rare Books,£5.49
The Romance of Irish Heroines,by L. M. McCraith,Rare Books,£7.29
The Town Garden,by Sudell,Rare Books,£4.89
Pilgrims of The Wild,by Wa-Sha-Quon-Asin,Rare Books,£7.79
The English Sparrow In North America,by Walter B Barrows,Rare Books,£8.89
The Important Pictures of the Louvre,by Florence Heywood,Rare Books,£7.09
The Church Chests Of Essex,by H. William Lewer,Rare Books,£6.89
The Moral and Historical works of Lord Bacon.,by Francis Bacon,Rare Books,£6.19
A Quarter of a Century of Industrial Progress in South Africa,by A. J. Norval,Rare Books,£7.39
"Practical Nursing including Hygiene, Elementary Psychology and Dietetic",by W.T.G. Pugh,Rare Books,£8.89
Museums Directory of the United States and Canada,by Erwin O. Christensen,Rare Books,£7.39
A Charm Of Words: Essays And Papers On Language,by Eric Partridge,Rare Books,£7.09
Look at Aircraft,by Philip Joubert De La Ferte,Rare Books,£5.39
American Art From American Collections,by James Biddle,Rare Books,£5.09
Die Kathedrale Von Chartres,by Willibald Sauerlander,Rare Books,£8.29
Roots of the Trouble,by Lord Vansittart,Rare Books,£6.49
The Supreme Court,by A. T. Mason,Rare Books,£5.49
The Atonement,by Arthur C. Headlam,Rare Books,£6.89
"The English Renaissance, 1510-1688",by Vivian de Sola Pinto,Rare Books,£5.69
Nero Und Agrippina,by Georg Schmckle,Rare Books,£5.89
Koln und der Nordwesten,by None Stated,Rare Books,£7.39
La Clarte Francaise,by Antoine Vannier,Rare Books,£7.19
Conversation And Reading Book,by Ch. Veillet-Addison,Rare Books,£7.19
The Penguin Film Review,by R. K. Neilson Baxter,Rare Books,£4.89
Men and Apes,by Ramona & Desmond Morris,Rare Books,£4.89
Arabic Dialect Studies: A Selected Bibliography,by Harvey Sobelman (ed),Rare Books,£7.19
Right Way to Keep Ponies,by Hugh Venables,Rare Books,£5.29
Local Government For Students,by P. Stones,Rare Books,£7.39
More Of My Best Railway Photographs. No.15,by M. W. Earley,Rare Books,£4.99
Violence - Causes and Solutions. Dell. 1973.,by R. & E. Artzt Hartogs,Rare Books,£5.59
Dogs Album,by Stanley Dangerfield,Rare Books,£5.29
Structure of Verse,by Harvey Gross,Rare Books,£6.19
Achievements 1956,by Achievements,Rare Books,£7.19
Man (Modern Marvels Series),by Gerald E. Kepps,Rare Books,£6.19
Reorganisation of Schools in Bedfordshire,by Bedfordshire Conuty Concil,Rare Books,£7.29
Encounter December 1961 Vol XVII No 6,by Stephen Spender and Melvin J Lasky,Rare Books,£5.49
Recycling Our Future: A Global Strategy,by Ranjit S. Baxi,Rare Books,£5.49
Shakespeare: An Illustrated Dictionary,by Stanley Wells,Rare Books,£6.79
British Government Observed,by Brian Chapman,Rare Books,£4.99
Days of Learning,by L. J. Lewis (Editor),Rare Books,£5.99
Careers for Girls,by Gavin Brown,Rare Books,£5.59
The Novel To-day,by Walter Allen,Rare Books,£4.99
Fourth Book of English Comprehension,by A. R. Robertson,Rare Books,£5.29
Caring for Dover's Poor,by Derek Arthur Leach,Rare Books,£6.89
My Dover,by Joe Harman,Rare Books,£6.89
A Guide To English Literature,by F. W. Bateson,Rare Books,£6.09
The English Water Colour Painters,by C. E. Hughes,Rare Books,£4.99
Famous People Quiz Book,by None stated,Rare Books,£5.29
Is the Criminal to Blame - Or Society,by Herbert Louis Samuel Samuel,Rare Books,£5.09
British Social Work in the Nineteenth Century,by A. F. Young & E. T. Ashton,Rare Books,£6.79
Famous First Representations.,by H. Sutherland Edwards,Rare Books,£7.59
Die Vier Evangelien In Alt-Nordhumbrischer Sprache,by Karl Wilhelm Bouterwek,Rare Books,£8.69
The Statistical Argument,by R. M. Cormack,Rare Books,£7.59
Der Wert des Lebens,by Kurt Munzer,Rare Books,£7.09
An Almanack for the Year of Our Lord 1970,by Joseph Whitaker,Rare Books,£7.89
A Systematic Regional Geography: A Post-Matriculation Course Volume II: Europe,by J. F. Unstead,Rare Books,£7.69
"Infertility's Anguish: Everyone Else Is Pregnant, Why Not Us?",by Jan & Dan Davis,Rare Books,£7.19
English for Present-Day Examinations,by P. Leach,Rare Books,£7.79
New Intermediate Physics,by G.R. Noakes,Rare Books,£8.79
Notes for Audit Staff,by C. H. S. Lewis,Rare Books,£7.99
"Social Administration, Including the Poor Laws. With a Bibliography",by John Joseph Clarke,Rare Books,£7.19
Sex Quam Elegantissimae Epistolae,by William Caxton,Rare Books,£6.49
Happy Toil,by Leonard Rogers,Rare Books,£7.09
The World's Strangest Stories,by L F Lampitt,Rare Books,£5.49
Brush Up Your Reading,by Guy Pocock,Rare Books,£6.29
The Agricultural Holdings (Scotland) Acts,by C. G. Connell,Rare Books,£5.89
Catalogus van Noord - en Zuidnederlands Glas,by None Stated,Rare Books,£7.09
The Westminster Pulpit Volume IX,by G. Campbell Morgan,Rare Books,£6.19
Wood and What We Make of it.,by Cyril Hall,Rare Books,£5.89
Integration of Man and Society in Latin America,by S. Shapiro (ed),Rare Books,£5.49
Notes Ser Diverses Questions De Metaphysique Et De Litterature,by Jacques Demogeot,Rare Books,£8.69
The Adventure of Looking,by Hervey Adams,Rare Books,£8.29
Leben und Werk,by Gerhart Hauptmann,Rare Books,£7.59
From Tyrone To The Test,by James Dickie,Rare Books,£7.29
Acceptable Words. Addresses. - english,by Rev. B. Spiers,Rare Books,£7.99
Manual of English Literature,by Prof George Lillie Clark,Rare Books,£7.79
Human Types,by R Firth,Rare Books,£6.39
"Heavy Hitter Sales Linguistics 101 Advanced Sales Call Strategies for Senior Salespeople by Martin, Steve W. ( AUTHOR ) Apr-26-2012 Hardback",by Steve W. Martin,Rare Books,£7.09
"Scarlet and Ermine, Famous Trials as I saw them",by J. P. Eddy,Rare Books,£8.59
The Study of Celtic Literature,by M. Arnold,Rare Books,£8.39
Nelson's Desk Dictionary.,by F. R. Witty,Rare Books,£8.59
Readings for the Aged,by Rev. J. M. Neale,Rare Books,£7.49
Sketches from Cambridge,by A. Don (Leslie Stephen),Rare Books,£6.39
Must the West Decline?,"by David Ormsby-Gore, Lord Harlech",Rare Books,£6.29
"Retrievers, and How to Break Them for Sport and Field Trials",by Stewart Smith,Rare Books,£6.89
How To Argue Successfully: An Exposition Of The Principles & Methods Of Argument,by William MacPherson,Rare Books,£8.19
Plato. The Republic. Everyman's Library. 64,by A. D. Lindsay (Trans.),Rare Books,£5.89
Racing And Steeple-Chasing,by Arthur Coventry & A E T Watson,Rare Books,£7.99
C. Iuli Caesaris Commentariorum de Bello Civili Liber Tertius - Julius Caesar: Civil War Book III,by Kennedy Caesar Ed,Rare Books,£8.39
Quantities and Quantity Taking,by W. E. Davis,Rare Books,£7.79
Acts of the Apostles,by E. A. Gardiner,Rare Books,£6.79
Roman Life and Letters,by S.K.Bailey (Ed.),Rare Books,£6.19
M. Tulli Ciceronis Pro P. Cornelio Sulla Oratio Ad Iudices,by James S. Reid (Ed.),Rare Books,£7.39
Pensees Extraits,by Pascal Robert Barrault (Ed.),Rare Books,£4.89
The Royal Academy,by Sir Walter R. M. Lamb,Rare Books,£5.89
State Final Questions and Answers for Nurses,by James Bevan,Rare Books,£5.79
The Tower of London - Ministry of Works Official Guide,by Ministry of Works,Rare Books,£7.79
Workshop Mathematics Part II,by Frank Castle,Rare Books,£5.89
The Intelligent Teachers' Guide To Preferment,by Marius Rose,Rare Books,£5.29
Muggeridge Through the Microphone: BBC Radio and Television,by Malcolm Muggeridge,Rare Books,£5.99
Machine Drawing and Design: a Textbook of Intermediate Standard for Engineering Students,by W. Abbott,Rare Books,£7.09
Varia: Readings From Rare Books,by James Hain Friswell,Rare Books,£8.19
The Library of Business Practice Volume X: Costs and Statistics,by Unstated,Rare Books,£6.79
Soll Und Haben,by Gustav Freytag,Rare Books,£7.99
Talking Pictures,by Barrett C. Kiesling,Rare Books,£6.19
